devicename	Time	iOSApp State	iC3 Zone	Interval	Travel Time	Distance	Text
richards_iphone	9:02:25a	Home	Home	1 hr	-	-	Requesting iOSApp Location #13 > LastLocTime-3:53:02 (5.2 hrs ago), LastRequested-5:52:55 (3.2 hrs ago), May be offline/asleep
richards_iphone	9:02:25a	Home	Home	1 hr	-	-	Device Monitor > UpdateMethod-None, UpdateReason-, State-home, Trigger-Launch@3:53:02, LastLoc-8:02:25, Zone-home, HomeDist-0m, inZone-True, GPS-(55.955177, -3.156424), StateThisPoll-home, StateLastPoll-home
richards_iphone	9:02:30a	Home	Home	1 hr	-	-	iOSApp Monitor > Trigger-Launch@3:53:03 (5h9m27s ago), State-home@3:53:02 (5h9m28s ago), GPS-(55.955353, -3.156556/42m), LastiC3UpdtTime-9:02:25, WillUpdate-False, Already Processed
richards_iphone	9:02:30a	Home	Home	1 hr	-	-	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Launch@3:53:02, State-home, Trigger-Launch@3:53:02, LastLoc-9:02:25, Zone-home, HomeDist-0m, inZone-True, GPS-(55.955177, -3.156424), StateThisPoll-home, StateLastPoll-home
richards_iphone	9:10:00a	Home	Home	1 hr	-	-	iOSApp Monitor > Trigger-Siri@9:09:57 (3s ago), State-home@3:53:02 (5h16m58s ago), GPS-(55.955353, -3.156556/42m), LastiC3UpdtTime-9:02:25, WillUpdate-True, Trigger Change-Siri
richards_iphone	9:10:00a	Home	Home	1 hr	-	-	iOSApp Trigger Change detected > Siri
richards_iphone	9:10:00a	Home	Home	1 hr	-	-	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-Siri, State-home, Trigger-Siri, LastLoc-9:09:57, Zone-home, HomeDist-21m, inZone-True, GPS-(55.955353, -3.156556/42m), StateThisPoll-home, StateLastPoll-home
richards_iphone	9:10:00a	Home	Home	1 hr	-	-	iOS App update started (Siri)
richards_iphone	9:10:00a	Home	Home	1 hr	-	-	Selected Zone > Home > Gym-3.22km/r45, MumDad-2.39km/r45, ProjectStrengthFitness-2.56km/r45, Work-350m/r45, Home-0m/r100, Stationary-0.98km/r1
richards_iphone	9:10:00a	Home	Home	1 hr	-	-	Distance Data > DirOfTrav-in_zone, LastDirOfTrav-in_zone, DistFmZone-0m, LastDistFmZone-0m, DistFmZoneMoved-130m, DistFmLastPollMoved-0m
richards_iphone	9:10:00a	Home	Home	2 hrs	-	-	Results: From-Home > CurrZone-Home, GPS-(55.955353, -3.156556/42m), Interval-2 hrs (3-InHomeZone), NextUpdt-11:10:00, LocationTime-3:53:02 (3 sec ago), OldLocThreshold-3 min
richards_iphone	9:10:00a	Home	Home	2 hrs	-	-	IOS App update complete
richards_iphone	9:10:05a	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Siri@9:09:57 (8s ago), State-home@3:53:02 (5h17m3s ago), GPS-(55.955353, -3.156556/42m), LastiC3UpdtTime-9:10:00, WillUpdate-False, Already Processed
richards_iphone	9:10:05a	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Siri@3:53:02, State-home, Trigger-Siri@3:53:02, LastLoc-9:10:00, Zone-home, HomeDist-21m, inZone-True, GPS-(55.955353, -3.156556/42m), StateThisPoll-home, StateLastPoll-home
richards_iphone	9:24:30a	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@9:24:28 (2s ago), State-home@9:24:27 (3s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-9:10:00, WillUpdate-True, Trigger Change-Bkgnd Fetch
richards_iphone	9:24:30a	Home	Home	2 hrs	-	-	iOSApp Trigger Change detected > Bkgnd Fetch
richards_iphone	9:24:30a	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-Bkgnd Fetch, State-home, Trigger-Bkgnd Fetch, LastLoc-9:24:28, Zone-home, HomeDist-26m, inZone-True, GPS-(55.954987, -3.15619/10.575636451529604m), StateThisPoll-home, StateLastPoll-home
richards_iphone	9:24:30a	Home	Home	2 hrs	-	-	iOS App update started (Bkgnd Fetch)
richards_iphone	9:24:30a	Home	Home	2 hrs	-	-	Selected Zone > Home > Gym-3.27km/r45, MumDad-2.35km/r45, ProjectStrengthFitness-2.52km/r45, Work-340m/r45, Home-0m/r100, Stationary-1.02km/r1
richards_iphone	9:24:30a	Home	Home	2 hrs	-	-	Distance Data > DirOfTrav-in_zone, LastDirOfTrav-in_zone, DistFmZone-0m, LastDistFmZone-0m, DistFmZoneMoved-130m, DistFmLastPollMoved-0m
richards_iphone	9:24:30a	Home	Home	2 hrs	-	-	Results: From-Home > CurrZone-Home, GPS-(55.954987, -3.15619/10.575636451529604m), Interval-2 hrs (3-InHomeZone), NextUpdt-11:24:30, LocationTime-9:24:27 (2 sec ago), OldLocThreshold-3 min
richards_iphone	9:24:30a	Home	Home	2 hrs	-	-	IOS App update complete
richards_iphone	9:24:35a	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@9:24:28 (7s ago), State-home@9:24:27 (8s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-9:24:30, WillUpdate-False, Already Processed
richards_iphone	9:24:35a	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Bkgnd Fetch@9:24:27, State-home, Trigger-Bkgnd Fetch@9:24:27, LastLoc-9:24:30, Zone-home, HomeDist-26m, inZone-True, GPS-(55.954987, -3.15619/10.575636451529604m), StateThisPoll-home, StateLastPoll-home
richards_iphone	9:30:00a	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@9:24:28 (5m32s ago), State-home@9:24:27 (5m33s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-9:24:30, WillUpdate-False, Already Processed
richards_iphone	9:32:15a	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@9:24:28 (7m47s ago), State-home@9:32:14 (1s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-9:24:30, WillUpdate-True, iOSApp Loc Update@9:32:14
richards_iphone	9:32:15a	Home	Home	2 hrs	-	-	iOSApp Trigger Change detected > iOSApp Loc Update
richards_iphone	9:32:15a	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-iOSApp Loc Update, State-home, Trigger-iOSApp Loc Update, LastLoc-9:32:14, Zone-home, HomeDist-26m, inZone-True, GPS-(55.954987, -3.15619/10.575636451529604m), StateThisPoll-home, StateLastPoll-home
richards_iphone	9:32:15a	Home	Home	2 hrs	-	-	iOS App update started (iOSApp Loc Update)
richards_iphone	9:32:15a	Home	Home	2 hrs	-	-	Selected Zone > Home > Gym-3.27km/r45, MumDad-2.35km/r45, ProjectStrengthFitness-2.52km/r45, Work-340m/r45, Home-0m/r100, Stationary-1.02km/r1
richards_iphone	9:32:15a	Home	Home	2 hrs	-	-	Distance Data > DirOfTrav-in_zone, LastDirOfTrav-in_zone, DistFmZone-0m, LastDistFmZone-0m, DistFmZoneMoved-130m, DistFmLastPollMoved-0m
richards_iphone	9:32:15a	Home	Home	2 hrs	-	-	Results: From-Home > CurrZone-Home, GPS-(55.954987, -3.15619/10.575636451529604m), Interval-2 hrs (3-InHomeZone), NextUpdt-11:32:15, LocationTime-9:32:14 (1 sec ago), OldLocThreshold-3 min
richards_iphone	9:32:16a	Home	Home	2 hrs	-	-	IOS App update complete
richards_iphone	9:32:20a	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@9:24:28 (7m52s ago), State-home@9:32:14 (6s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-9:32:15, WillUpdate-False, Already Processed
richards_iphone	9:32:20a	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-iOSApp Loc Update@9:32:14, State-home, Trigger-iOSApp Loc Update@9:32:14, LastLoc-9:32:15, Zone-home, HomeDist-26m, inZone-True, GPS-(55.954987, -3.15619/10.575636451529604m), StateThisPoll-home, StateLastPoll-home
richards_iphone	10:00:00a	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@9:24:28 (35m32s ago), State-home@9:32:14 (27m46s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-9:32:15, WillUpdate-False, Already Processed
richards_iphone	10:30:00a	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@9:24:28 (1h5m32s ago), State-home@9:32:14 (57m46s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-9:32:15, WillUpdate-False, Already Processed
richards_iphone	11:00:00a	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@9:24:28 (1h35m32s ago), State-home@9:32:14 (1h27m46s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-9:32:15, WillUpdate-False, Already Processed
richards_iphone	11:28:25a	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@9:24:28 (2h3m57s ago), State-home@11:28:20 (5s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-9:32:15, WillUpdate-True, iOSApp Loc Update@11:28:20
richards_iphone	11:28:25a	Home	Home	2 hrs	-	-	iOSApp Trigger Change detected > iOSApp Loc Update
richards_iphone	11:28:25a	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-iOSApp Loc Update, State-home, Trigger-iOSApp Loc Update, LastLoc-11:28:20, Zone-home, HomeDist-26m, inZone-True, GPS-(55.954987, -3.15619/10.575636451529604m), StateThisPoll-home, StateLastPoll-home
richards_iphone	11:28:25a	Home	Home	2 hrs	-	-	iOS App update started (iOSApp Loc Update)
richards_iphone	11:28:25a	Home	Home	2 hrs	-	-	Selected Zone > Home > Gym-3.27km/r45, MumDad-2.35km/r45, ProjectStrengthFitness-2.52km/r45, Work-340m/r45, Home-0m/r100, Stationary-1.02km/r1
richards_iphone	11:28:25a	Home	Home	2 hrs	-	-	Distance Data > DirOfTrav-in_zone, LastDirOfTrav-in_zone, DistFmZone-0m, LastDistFmZone-0m, DistFmZoneMoved-130m, DistFmLastPollMoved-0m
richards_iphone	11:28:25a	Home	Home	2 hrs	-	-	Results: From-Home > CurrZone-Home, GPS-(55.954987, -3.15619/10.575636451529604m), Interval-2 hrs (3-InHomeZone), NextUpdt-1:28:30, LocationTime-11:28:20 (5 sec ago), OldLocThreshold-3 min
richards_iphone	11:28:26a	Home	Home	2 hrs	-	-	IOS App update complete
richards_iphone	11:28:30a	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@9:24:28 (2h4m2s ago), State-home@11:28:20 (10s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-11:28:25, WillUpdate-False, Already Processed
richards_iphone	11:28:30a	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-iOSApp Loc Update@11:28:20, State-home, Trigger-iOSApp Loc Update@11:28:20, LastLoc-11:28:25, Zone-home, HomeDist-26m, inZone-True, GPS-(55.954987, -3.15619/10.575636451529604m), StateThisPoll-home, StateLastPoll-home
richards_iphone	11:30:00a	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@9:24:28 (2h5m32s ago), State-home@11:28:20 (1m40s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-11:28:25, WillUpdate-False, Already Processed
richards_iphone	11:36:00a	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@9:24:28 (2h11m32s ago), State-home@11:35:56 (4s ago), GPS-(55.955353, -3.156472/35.58444924794842m), LastiC3UpdtTime-11:28:25, WillUpdate-True, iOSApp Loc Update@11:35:56
richards_iphone	11:36:00a	Home	Home	2 hrs	-	-	iOSApp Trigger Change detected > iOSApp Loc Update
richards_iphone	11:36:00a	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-iOSApp Loc Update, State-home, Trigger-iOSApp Loc Update, LastLoc-11:35:56, Zone-home, HomeDist-20m, inZone-True, GPS-(55.955353, -3.156472/35.58444924794842m), StateThisPoll-home, StateLastPoll-home
richards_iphone	11:36:00a	Home	Home	2 hrs	-	-	iOS App update started (iOSApp Loc Update)
richards_iphone	11:36:00a	Home	Home	2 hrs	-	-	Selected Zone > Home > Gym-3.22km/r45, MumDad-2.39km/r45, ProjectStrengthFitness-2.56km/r45, Work-350m/r45, Home-0m/r100, Stationary-0.98km/r1
richards_iphone	11:36:00a	Home	Home	2 hrs	-	-	Distance Data > DirOfTrav-in_zone, LastDirOfTrav-in_zone, DistFmZone-0m, LastDistFmZone-0m, DistFmZoneMoved-130m, DistFmLastPollMoved-0m
richards_iphone	11:36:00a	Home	Home	2 hrs	-	-	Results: From-Home > CurrZone-Home, GPS-(55.955353, -3.156472/35.58444924794842m), Interval-2 hrs (3-InHomeZone), NextUpdt-1:36:00, LocationTime-11:35:56 (4 sec ago), OldLocThreshold-3 min
richards_iphone	11:36:00a	Home	Home	2 hrs	-	-	IOS App update complete
richards_iphone	11:36:05a	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@9:24:28 (2h11m37s ago), State-home@11:35:56 (9s ago), GPS-(55.955353, -3.156472/35.58444924794842m), LastiC3UpdtTime-11:36:00, WillUpdate-False, Already Processed
richards_iphone	11:36:05a	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-iOSApp Loc Update@11:35:56, State-home, Trigger-iOSApp Loc Update@11:35:56, LastLoc-11:36:00, Zone-home, HomeDist-20m, inZone-True, GPS-(55.955353, -3.156472/35.58444924794842m), StateThisPoll-home, StateLastPoll-home
richards_iphone	11:36:30a	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Siri@11:36:27 (3s ago), State-home@11:35:56 (34s ago), GPS-(55.955353, -3.156472/35.58444924794842m), LastiC3UpdtTime-11:36:00, WillUpdate-True, Trigger Change-Siri
richards_iphone	11:36:30a	Home	Home	2 hrs	-	-	iOSApp Trigger Change detected > Siri
richards_iphone	11:36:30a	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-Siri, State-home, Trigger-Siri, LastLoc-11:36:27, Zone-home, HomeDist-20m, inZone-True, GPS-(55.955353, -3.156472/35.58444924794842m), StateThisPoll-home, StateLastPoll-home
richards_iphone	11:36:30a	Home	Home	2 hrs	-	-	iOS App update started (Siri)
richards_iphone	11:36:30a	Home	Home	2 hrs	-	-	Selected Zone > Home > Gym-3.22km/r45, MumDad-2.39km/r45, ProjectStrengthFitness-2.56km/r45, Work-350m/r45, Home-0m/r100, Stationary-0.98km/r1
richards_iphone	11:36:30a	Home	Home	2 hrs	-	-	Distance Data > DirOfTrav-in_zone, LastDirOfTrav-in_zone, DistFmZone-0m, LastDistFmZone-0m, DistFmZoneMoved-130m, DistFmLastPollMoved-0m
richards_iphone	11:36:30a	Home	Home	2 hrs	-	-	Results: From-Home > CurrZone-Home, GPS-(55.955353, -3.156472/35.58444924794842m), Interval-2 hrs (3-InHomeZone), NextUpdt-1:36:30, LocationTime-11:35:56 (3 sec ago), OldLocThreshold-3 min
richards_iphone	11:36:30a	Home	Home	2 hrs	-	-	IOS App update complete
richards_iphone	11:36:35a	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Siri@11:36:27 (8s ago), State-home@11:35:56 (39s ago), GPS-(55.955353, -3.156472/35.58444924794842m), LastiC3UpdtTime-11:36:30, WillUpdate-False, Already Processed
richards_iphone	11:36:35a	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Siri@11:35:56, State-home, Trigger-Siri@11:35:56, LastLoc-11:36:30, Zone-home, HomeDist-20m, inZone-True, GPS-(55.955353, -3.156472/35.58444924794842m), StateThisPoll-home, StateLastPoll-home
richards_iphone	11:44:05a	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@11:44:04 (1s ago), State-home@11:44:04 (1s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-11:36:30, WillUpdate-True, Trigger Change-Bkgnd Fetch
richards_iphone	11:44:05a	Home	Home	2 hrs	-	-	iOSApp Trigger Change detected > Bkgnd Fetch
richards_iphone	11:44:05a	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-Bkgnd Fetch, State-home, Trigger-Bkgnd Fetch, LastLoc-11:44:04, Zone-home, HomeDist-26m, inZone-True, GPS-(55.954987, -3.15619/10.575636451529604m), StateThisPoll-home, StateLastPoll-home
richards_iphone	11:44:05a	Home	Home	2 hrs	-	-	iOS App update started (Bkgnd Fetch)
richards_iphone	11:44:05a	Home	Home	2 hrs	-	-	Selected Zone > Home > Gym-3.27km/r45, MumDad-2.35km/r45, ProjectStrengthFitness-2.52km/r45, Work-340m/r45, Home-0m/r100, Stationary-1.02km/r1
richards_iphone	11:44:05a	Home	Home	2 hrs	-	-	Distance Data > DirOfTrav-in_zone, LastDirOfTrav-in_zone, DistFmZone-0m, LastDistFmZone-0m, DistFmZoneMoved-130m, DistFmLastPollMoved-0m
richards_iphone	11:44:05a	Home	Home	2 hrs	-	-	Results: From-Home > CurrZone-Home, GPS-(55.954987, -3.15619/10.575636451529604m), Interval-2 hrs (3-InHomeZone), NextUpdt-1:44:00, LocationTime-11:44:04 (1 sec ago), OldLocThreshold-3 min
richards_iphone	11:44:06a	Home	Home	2 hrs	-	-	IOS App update complete
richards_iphone	11:44:10a	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@11:44:04 (6s ago), State-home@11:44:04 (6s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-11:44:05, WillUpdate-False, Already Processed
richards_iphone	11:44:10a	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Bkgnd Fetch@11:44:04, State-home, Trigger-Bkgnd Fetch@11:44:04, LastLoc-11:44:05, Zone-home, HomeDist-26m, inZone-True, GPS-(55.954987, -3.15619/10.575636451529604m), StateThisPoll-home, StateLastPoll-home
richards_iphone	11:45:25a	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Siri@11:45:24 (1s ago), State-home@11:44:04 (1m21s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-11:44:05, WillUpdate-True, Trigger Change-Siri
richards_iphone	11:45:25a	Home	Home	2 hrs	-	-	iOSApp Trigger Change detected > Siri
richards_iphone	11:45:25a	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-Siri, State-home, Trigger-Siri, LastLoc-11:45:24, Zone-home, HomeDist-26m, inZone-True, GPS-(55.954987, -3.15619/10.575636451529604m), StateThisPoll-home, StateLastPoll-home
richards_iphone	11:45:25a	Home	Home	2 hrs	-	-	iOS App update started (Siri)
richards_iphone	11:45:25a	Home	Home	2 hrs	-	-	Selected Zone > Home > Gym-3.27km/r45, MumDad-2.35km/r45, ProjectStrengthFitness-2.52km/r45, Work-340m/r45, Home-0m/r100, Stationary-1.02km/r1
richards_iphone	11:45:25a	Home	Home	2 hrs	-	-	Distance Data > DirOfTrav-in_zone, LastDirOfTrav-in_zone, DistFmZone-0m, LastDistFmZone-0m, DistFmZoneMoved-130m, DistFmLastPollMoved-0m
richards_iphone	11:45:25a	Home	Home	2 hrs	-	-	Results: From-Home > CurrZone-Home, GPS-(55.954987, -3.15619/10.575636451529604m), Interval-2 hrs (3-InHomeZone), NextUpdt-1:45:30, LocationTime-11:44:04 (1 sec ago), OldLocThreshold-3 min
richards_iphone	11:45:25a	Home	Home	2 hrs	-	-	IOS App update complete
richards_iphone	11:45:30a	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Siri@11:45:24 (6s ago), State-home@11:44:04 (1m26s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-11:45:25, WillUpdate-False, Already Processed
richards_iphone	11:45:30a	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Siri@11:44:04, State-home, Trigger-Siri@11:44:04, LastLoc-11:45:25, Zone-home, HomeDist-26m, inZone-True, GPS-(55.954987, -3.15619/10.575636451529604m), StateThisPoll-home, StateLastPoll-home
richards_iphone	12:00:00p	Home	Home	2 hrs	-	-	¤s«HS¦LH-Device Counts¦RH-iOS App Counts»HE«LT-State/Triggers Chgs¦LC-10¦RT-iOS Locate Requests¦RC-1294»«LT-iCloud Updates¦LC-0¦RT-iOS App Updates¦RC-10»«LT-Discarded¦LC-24¦RT-Waze Routes¦RC-0»¤e
richards_iphone	12:00:00p	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Siri@11:45:24 (14m36s ago), State-home@11:44:04 (15m56s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-11:45:25, WillUpdate-False, Already Processed
richards_iphone	12:25:25p	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@12:25:23 (2s ago), State-home@12:25:23 (2s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-11:45:25, WillUpdate-True, Trigger Change-Bkgnd Fetch
richards_iphone	12:25:25p	Home	Home	2 hrs	-	-	iOSApp Trigger Change detected > Bkgnd Fetch
richards_iphone	12:25:25p	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-Bkgnd Fetch, State-home, Trigger-Bkgnd Fetch, LastLoc-12:25:23, Zone-home, HomeDist-26m, inZone-True, GPS-(55.954987, -3.15619/10.575636451529604m), StateThisPoll-home, StateLastPoll-home
richards_iphone	12:25:25p	Home	Home	2 hrs	-	-	iOS App update started (Bkgnd Fetch)
richards_iphone	12:25:25p	Home	Home	2 hrs	-	-	Selected Zone > Home > Gym-3.27km/r45, MumDad-2.35km/r45, ProjectStrengthFitness-2.52km/r45, Work-340m/r45, Home-0m/r100, Stationary-1.02km/r1
richards_iphone	12:25:25p	Home	Home	2 hrs	-	-	Distance Data > DirOfTrav-in_zone, LastDirOfTrav-in_zone, DistFmZone-0m, LastDistFmZone-0m, DistFmZoneMoved-130m, DistFmLastPollMoved-0m
richards_iphone	12:25:25p	Home	Home	2 hrs	-	-	Results: From-Home > CurrZone-Home, GPS-(55.954987, -3.15619/10.575636451529604m), Interval-2 hrs (3-InHomeZone), NextUpdt-2:25:30, LocationTime-12:25:23 (2 sec ago), OldLocThreshold-3 min
richards_iphone	12:25:25p	Home	Home	2 hrs	-	-	IOS App update complete
richards_iphone	12:25:30p	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@12:25:23 (7s ago), State-home@12:25:23 (7s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-12:25:25, WillUpdate-False, Already Processed
richards_iphone	12:25:30p	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-Bkgnd Fetch@12:25:23, State-home, Trigger-Bkgnd Fetch@12:25:23, LastLoc-12:25:25, Zone-home, HomeDist-26m, inZone-True, GPS-(55.954987, -3.15619/10.575636451529604m), StateThisPoll-home, StateLastPoll-home
richards_iphone	12:30:00p	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@12:25:23 (4m37s ago), State-home@12:25:23 (4m37s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-12:25:25, WillUpdate-False, Already Processed
richards_iphone	12:33:05p	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@12:25:23 (7m42s ago), State-home@12:33:01 (4s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-12:25:25, WillUpdate-True, iOSApp Loc Update@12:33:01
richards_iphone	12:33:05p	Home	Home	2 hrs	-	-	iOSApp Trigger Change detected > iOSApp Loc Update
richards_iphone	12:33:05p	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-iOSApp Loc Update, State-home, Trigger-iOSApp Loc Update, LastLoc-12:33:01, Zone-home, HomeDist-26m, inZone-True, GPS-(55.954987, -3.15619/10.575636451529604m), StateThisPoll-home, StateLastPoll-home
richards_iphone	12:33:05p	Home	Home	2 hrs	-	-	iOS App update started (iOSApp Loc Update)
richards_iphone	12:33:05p	Home	Home	2 hrs	-	-	Selected Zone > Home > Gym-3.27km/r45, MumDad-2.35km/r45, ProjectStrengthFitness-2.52km/r45, Work-340m/r45, Home-0m/r100, Stationary-1.02km/r1
richards_iphone	12:33:05p	Home	Home	2 hrs	-	-	Distance Data > DirOfTrav-in_zone, LastDirOfTrav-in_zone, DistFmZone-0m, LastDistFmZone-0m, DistFmZoneMoved-130m, DistFmLastPollMoved-0m
richards_iphone	12:33:05p	Home	Home	2 hrs	-	-	Results: From-Home > CurrZone-Home, GPS-(55.954987, -3.15619/10.575636451529604m), Interval-2 hrs (3-InHomeZone), NextUpdt-2:33:00, LocationTime-12:33:01 (4 sec ago), OldLocThreshold-3 min
richards_iphone	12:33:05p	Home	Home	2 hrs	-	-	IOS App update complete
richards_iphone	12:33:10p	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@12:25:23 (7m47s ago), State-home@12:33:01 (9s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-12:33:05, WillUpdate-False, Already Processed
richards_iphone	12:33:10p	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-None, UpdateReason-OlderTrigger-iOSApp Loc Update@12:33:01, State-home, Trigger-iOSApp Loc Update@12:33:01, LastLoc-12:33:05, Zone-home, HomeDist-26m, inZone-True, GPS-(55.954987, -3.15619/10.575636451529604m), StateThisPoll-home, StateLastPoll-home
richards_iphone	1:00:00p	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@12:25:23 (34m37s ago), State-home@12:33:01 (26m59s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-12:33:05, WillUpdate-False, Already Processed
richards_iphone	1:30:00p	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Bkgnd Fetch@12:25:23 (1h4m37s ago), State-home@12:33:01 (56m59s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-12:33:05, WillUpdate-False, Already Processed
richards_iphone	1:57:10p	Home	Home	2 hrs	-	-	iOSApp Monitor > Trigger-Siri@1:57:07 (3s ago), State-home@12:33:01 (1h24m9s ago), GPS-(55.954987, -3.15619/10.575636451529604m), LastiC3UpdtTime-12:33:05, WillUpdate-True, Trigger Change-Siri
richards_iphone	1:57:10p	Home	Home	2 hrs	-	-	iOSApp Trigger Change detected > Siri
richards_iphone	1:57:10p	Home	Home	2 hrs	-	-	Device Monitor > UpdateMethod-IOSAPP, UpdateReason-Siri, State-home, Trigger-Siri, LastLoc-1:57:07, Zone-home, HomeDist-26m, inZone-True, GPS-(55.954987, -3.15619/10.575636451529604m), StateThisPoll-home, StateLastPoll-home
richards_iphone	1:57:10p	Home	Home	2 hrs	-	-	iOS App update started (Siri)
richards_iphone	1:57:10p	Home	Home	2 hrs	-	-	Selected Zone > Home > Gym-3.27km/r45, MumDad-2.35km/r45, ProjectStrengthFitness-2.52km/r45, Work-340m/r45, Home-0m/r100, Stationary-1.02km/r1
